,well,lat,lon
4371,30/9-J-16 H,6691045.77,494486.48
4372,30/9-J-16 HT2,6691045.77,494486.48
4373,30/9-J-16 HT3,6691045.77,494486.48
4374,30/9-K-11 H,6681055.3,487615.39
4375,30/9-K-12 H,6681046.95,487614.44
4376,30/9-K-13 H,6681056.26,487606.94
4377,30/9-K-14 H,6681047.91,487606.14
4378,30/9-L-51 AH,6703749.96,482485.57
4379,30/9-L-51 H,6703749.96,482485.57
4380,30/9-L-52 AH,6703752.73,482489.25
4381,30/9-L-52 H,6703752.42,482489.25
4382,30/9-L-52 HT2,6703752.42,482489.25
4383,30/9-L-53 AH,6703743.1,482495.77
4384,30/9-L-53 H,6703743.1,482495.77
4385,30/9-M-11 H,6685026.82,485605.35
4386,30/9-M-12 AH,6685015.03,485613.13
4387,30/9-M-12 AHT2,6685015.03,485613.13
4388,30/9-M-12 AHT3,6685015.03,485613.13
4389,30/9-M-12 H,6685015.03,485613.13
4390,30/9-M-12 HT2,6685015.03,485613.13
4391,30/9-M-13 H,6685021.57,485602.25
4392,30/9-M-14 AH,6685020.59,485616.22
4393,30/9-M-14 H,6685020.59,485616.22
4394,30/9-N-11 AH,6706502.24,481940.23
4395,30/9-N-11 H,6706502.24,481940.23
4396,30/9-O-1 H,6696174.94,481884.87
4397,30/9-O-2 H,6696179.02,481872.79
4398,30/9-O-4 H,6696179.91,481879.69
4399,30/9-P-1 AH,6702498.3,483237.43
4400,30/9-P-1 AHT2,6702498.3,483237.43
4401,30/9-P-1 AHT3,6702498.3,483237.43
4402,30/9-P-1 H,6702492.15,483230.99
4403,30/9-P-2 H,6702499.31,483220.63
4404,30/9-P-3 H,6702504.24,483224.17
4405,30/9-P-3 HT2,6702504.24,483224.17
4406,30/9-T-2,6703339.28,490116.4
4407,30/9-U-1,6706361.32,490510.84
4408,30/9-U-2,6705612.96,484134.31
4409,30/9-U-3,6696163.95,481916.96
4410,30/9-U-4,6696159.44,481890.45
4411,30/9-U-5,6702458.44,483227.62
4412,31/1-1,6742841.84,517136.6
4413,31/10-1,6661169.86,500061.97
4414,31/2-1,6737677.61,530201.6
4415,31/2-1 R,6737677.61,530201.6
4416,31/2-10,6740119.84,526908.33
4417,31/2-11,6743460.35,523116.74
4418,31/2-12,6744659.32,527916.41
4419,31/2-13 S,6739329.73,523646.72
4420,31/2-14,6747135.56,523206.43
4421,31/2-15,6754585.85,530762.08
4422,31/2-16 S,6737031.98,523118.87
4423,31/2-16 SR,6737031.98,523118.87
4424,31/2-17 A,6749946.42,524516.87
4425,31/2-17 B,6749946.42,524516.87
4426,31/2-17 BR,6749946.42,524516.87
4427,31/2-17 S,6749946.42,524516.87
4428,31/2-18,6752271.73,531373.19
4429,31/2-18 A,6752271.73,531373.19
4430,31/2-19 S,6753026.19,520149.18
4431,31/2-2,6738597.32,533940.27
4432,31/2-2 R,6738597.32,533940.27
4433,31/2-20 S,6740732.2,524457.97
4434,31/2-21 S,6759849.93,525290.05
4435,31/2-3,6745386.82,531872.26
4436,31/2-4,6747077.42,527835.0
4437,31/2-4 R,6747077.42,527835.0
4438,31/2-4 R2,6747077.42,527835.0
4439,31/2-5,6737535.76,523507.71
4440,31/2-5 R,6737535.76,523507.71
4441,31/2-5 R2,6737535.76,523507.71
4442,31/2-6,6752401.91,535105.69
4443,31/2-7,6747126.56,524587.9
4444,31/2-8,6758502.04,526925.96
4445,31/2-9,6749867.74,525386.67
4446,31/2-B-3 H,6738271.82,523783.68
4447,31/2-D-1 AH,6748272.95,523718.94
4448,31/2-D-1 BY1H,6748272.95,523718.94
4449,31/2-D-1 BY2H,6748272.95,523718.94
4450,31/2-D-1 BY3H,6748272.95,523718.94
4451,31/2-D-1 H,6748272.95,523718.94
4452,31/2-D-10 H,6746680.16,526499.97
4453,31/2-D-2 AY1H,6747264.69,524199.23
4454,31/2-D-2 AY2H,6747264.69,524199.23
4455,31/2-D-2 AY3H,6747264.69,524199.23
4456,31/2-D-2 H,6747264.69,524199.23
4457,31/2-D-4 Y1H,6747085.62,524393.64
4458,31/2-D-4 Y2H,6747085.62,524393.64
4459,31/2-D-5 AH,6747116.8,524063.95
4460,31/2-D-5 BY1H,6747116.8,524063.95
4461,31/2-D-5 BY2H,6747116.8,524063.95
4462,31/2-D-5 BY3H,6747116.8,524063.95
4463,31/2-D-5 BY3HT2,6747116.8,524063.95
4464,31/2-D-5 H,6747116.8,524063.95
4465,31/2-D-6 AY1H,6747054.66,523980.76
4466,31/2-D-6 AY1HT2,6747054.66,523980.76
4467,31/2-D-6 AY1HT3,6747054.66,523980.76
4468,31/2-D-6 AY1HT4,6747054.66,523980.76
4469,31/2-D-6 AY2H,6747054.66,523980.76
4470,31/2-D-6 AY3H,6747054.66,523980.76
4471,31/2-D-6 H,6747054.66,523980.76
4472,31/2-D-7 AY1H,6746971.04,524060.41
4473,31/2-D-7 AY2H,6746971.04,524060.41
4474,31/2-D-7 AY3H,6746971.04,524060.41
4475,31/2-D-7 AY4H,6746971.04,524060.41
4476,31/2-D-7 AY5H,6746971.04,524060.41
4477,31/2-D-7 AY6H,6746971.04,524060.41
4478,31/2-D-7 AY7H,6746971.04,524060.41
4479,31/2-D-7 H,6746971.04,524060.41
4480,31/2-D-8 AH,6746904.56,524204.25
4481,31/2-D-8 BY1H,6746904.56,524204.25
4482,31/2-D-8 BY1HT2,6746904.56,524204.25
4483,31/2-D-8 BY1HT3,6746904.56,524204.25
4484,31/2-D-8 BY2H,6746904.56,524204.25
4485,31/2-D-8 BY3H,6746904.56,524204.25
4486,31/2-D-8 BY4H,6746904.56,524204.25
4487,31/2-D-8 H,6746904.56,524204.25
4488,31/2-D-9,6748779.97,523748.0
4489,31/2-E-1 AH,6740790.37,524139.47
4490,31/2-E-1 BY1H,6740790.37,524139.47
4491,31/2-E-1 BY2H,6740790.37,524139.47
4492,31/2-E-1 BY2HT2,6740790.37,524139.47
4493,31/2-E-1 H,6740790.37,524139.47
4494,31/2-E-3 Y1H,6740732.82,524458.73
4495,31/2-E-3 Y2H,6740732.82,524458.73
4496,31/2-E-3 Y3H,6740732.82,524458.73
4497,31/2-E-4 AY1H,6740633.63,524067.65
4498,31/2-E-4 AY2H,6740633.63,524067.65
4499,31/2-E-4 AY3H,6740633.63,524067.65
4500,31/2-E-4 H,6740633.63,524067.65
4501,31/2-E-5 AH,6740516.96,524111.07
4502,31/2-E-5 BY1H,6740516.96,524111.07
4503,31/2-E-5 BY2H,6740516.96,524111.07
4504,31/2-E-5 BY3H,6740516.96,524111.07
4505,31/2-E-5 H,6740516.96,524111.07
4506,31/2-E-6 AH,6740484.41,524238.46
4507,31/2-E-6 BH,6740484.41,524238.46
4508,31/2-E-6 CH,6740484.41,524238.46
4509,31/2-E-6 DY1H,6740484.41,524238.46
4510,31/2-E-6 DY1HT2,6740484.41,524238.46
4511,31/2-E-6 DY2H,6740484.41,524238.46
4512,31/2-E-6 DY2HT2,6740484.41,524238.46
4513,31/2-E-6 EY1H,6740484.41,524238.46
4514,31/2-E-6 EY2H,6740484.41,524238.46
4515,31/2-E-6 EY3H,6740484.41,524238.46
4516,31/2-E-6 EY4H,6740484.41,524238.46
4517,31/2-E-6 H,6740484.41,524238.46
4518,31/2-F-1 AH,6738163.56,523741.58
4519,31/2-F-1 BY1H,6738163.56,523741.58
4520,31/2-F-1 BY2H,6738163.56,523741.58
4521,31/2-F-1 CY1H,6738163.56,523741.58
4522,31/2-F-1 CY2H,6738163.56,523741.58
4523,31/2-F-1 CY3H,6738163.56,523741.58
4524,31/2-F-1 H,6738163.56,523741.58
4525,31/2-F-4 AH,6738010.58,523675.57
4526,31/2-F-4 AHT2,6738010.58,523675.57
4527,31/2-F-4 BY1H,6738010.58,523675.57
4528,31/2-F-4 BY1HT2,6738010.58,523675.57
4529,31/2-F-4 BY2H,6738010.58,523675.57
4530,31/2-F-4 BY3H,6738010.58,523675.57
4531,31/2-F-4 H,6738010.58,523675.57
4532,31/2-F-5 AH,6737038.1,523108.99
4533,31/2-F-5 BY1H,6737038.1,523108.99
4534,31/2-F-5 BY2H,6737038.1,523108.99
4535,31/2-F-5 H,6737038.17,523118.83
4536,31/2-F-6 AH,6737907.51,523855.86
4537,31/2-F-6 BY1H,6737907.51,523855.86
4538,31/2-F-6 BY2H,6737907.51,523855.86
4539,31/2-F-6 CY1H,6737907.51,523855.86
4540,31/2-F-6 CY2H,6737907.51,523855.86
4541,31/2-F-6 CY2HT2,6737907.51,523855.86
4542,31/2-F-6 CY3H,6737907.51,523855.86
4543,31/2-F-6 H,6737907.51,523855.86
4544,31/2-G-1 AH,6735636.46,523955.19
4545,31/2-G-1 AHT2,6735636.46,523955.19
4546,31/2-G-1 BY1H,6735636.46,523955.19
4547,31/2-G-1 BY1HT2,6735636.46,523955.19
4548,31/2-G-1 BY2H,6735636.46,523955.19
4549,31/2-G-1 CY1H,6735636.46,523955.19
4550,31/2-G-1 CY1HT2,6735636.46,523955.19
4551,31/2-G-1 CY2H,6735636.46,523955.19
4552,31/2-G-1 CY3H,6735636.46,523955.19
4553,31/2-G-1 H,6735636.46,523955.19
4554,31/2-G-3 AY1H,6735774.4,524038.45
4555,31/2-G-3 AY2H,6735774.4,524038.45
4556,31/2-G-3 AY3H,6735774.4,524038.45
4557,31/2-G-3 H,6735774.4,524038.45
4558,31/2-G-4 AH,6735470.89,523949.94
4559,31/2-G-4 BY1H,6735470.89,523949.94
4560,31/2-G-4 BY2H,6735470.89,523949.94
4561,31/2-G-4 CY1H,6735470.89,523949.94
4562,31/2-G-4 CY2H,6735470.89,523949.94
4563,31/2-G-4 CY3H,6735470.89,523949.94
4564,31/2-G-4 CY3HT2,6735470.89,523949.94
4565,31/2-G-4 H,6735470.89,523949.94
4566,31/2-G-6 AY1H,6735450.68,524165.55
4567,31/2-G-6 AY1HT2,6735450.68,524165.55
4568,31/2-G-6 AY2H,6735450.68,524165.55
4569,31/2-G-6 H,6735450.68,524165.55
4570,31/2-G-6 HT2,6735450.68,524165.55
4571,31/2-K-11 Y1H,6737295.15,533302.13
4572,31/2-K-11 Y2H,6737295.15,533302.13
4573,31/2-K-11 Y3H,6737295.15,533302.13
4574,31/2-K-12 AH,6737300.44,533305.11
4575,31/2-K-12 BY1H,6737300.44,533305.11
4576,31/2-K-12 BY2H,6737300.44,533305.11
4577,31/2-K-12 CY1H,6737300.44,533304.96
4578,31/2-K-12 CY1HT2,6737300.44,533304.96
4579,31/2-K-12 CY1HT3,6737300.44,533304.96
4580,31/2-K-12 CY2H,6737300.44,533304.96
4581,31/2-K-12 CY3H,6737300.44,533304.96
4582,31/2-K-12 H,6737300.44,533305.11
4583,31/2-K-13 AH,6737291.2,533309.43
4584,31/2-K-13 BY1H,6737291.2,533309.43
4585,31/2-K-13 BY2H,6737291.2,533309.43
4586,31/2-K-13 BY3H,6737291.2,533309.43
4587,31/2-K-13 H,6737291.2,533309.43
4588,31/2-K-14 AY1H,6737296.79,533312.26
4589,31/2-K-14 AY2H,6737296.79,533312.26
4590,31/2-K-14 BY1H,6737296.79,533312.26
4591,31/2-K-14 BY2H,6737296.79,533312.26
4592,31/2-K-14 CH,6737296.79,533312.26
4593,31/2-K-14 H,6737296.79,533312.26
4594,31/2-K-21 AY1H,6735924.54,534874.38
4595,31/2-K-21 AY2H,6735924.54,534874.38
4596,31/2-K-21 BY1H,6735924.54,534874.38
4597,31/2-K-21 BY2H,6735924.54,534874.38
4598,31/2-K-21 BY3H,6735924.54,534874.38
4599,31/2-K-21 BY4H,6735924.54,534874.38
4600,31/2-K-21 H,6735924.54,534874.38
4601,31/2-K-22 AH,6735918.35,534874.59
4602,31/2-K-22 BY1H,6735918.35,534874.59
4603,31/2-K-22 BY2H,6735918.35,534874.59
4604,31/2-K-22 H,6735918.35,534874.59
4605,31/2-K-23 AH,6735924.15,534866.21
4606,31/2-K-23 BY1H,6735924.15,534866.21
4607,31/2-K-23 BY1HT2,6735924.15,534866.21
4608,31/2-K-23 BY2H,6735924.15,534866.21
4609,31/2-K-23 H,6735924.15,534866.21
4610,31/2-K-24 Y1H,6735917.96,534866.42
4611,31/2-K-24 Y2H,6735917.96,534866.42
4612,31/2-K-24 Y3H,6735917.96,534866.42
4613,31/2-K-24 Y4H,6735917.96,534866.42
4614,31/2-L-11 AH,6739138.68,530273.67
4615,31/2-L-11 BY1H,6739138.68,530273.67
4616,31/2-L-11 BY2H,6739138.68,530273.67
4617,31/2-L-11 CY1H,6739138.68,530273.67
4618,31/2-L-11 CY2H,6739138.68,530273.67
4619,31/2-L-11 CY3H,6739138.68,530273.67
4620,31/2-L-11 H,6739138.68,530273.67
4621,31/2-L-12 Y1H,6739144.87,530274.68
4622,31/2-L-12 Y2H,6739144.87,530274.68
4623,31/2-L-13 AY1H,6739137.51,530281.85
4624,31/2-L-13 AY2H,6739137.51,530281.85
4625,31/2-L-13 AY3H,6739137.51,530281.85
4626,31/2-L-13 AY3HT2,6739137.51,530281.85
4627,31/2-L-13 BY1H,6739137.51,530281.85
4628,31/2-L-13 BY2H,6739137.51,530281.85
4629,31/2-L-13 BY3H,6739137.51,530281.85
4630,31/2-L-13 H,6739137.51,530281.85
4631,31/2-L-14 Y1H,6739143.7,530282.7
4632,31/2-L-14 Y2H,6739143.7,530282.7
4633,31/2-L-21 AY1H,6741772.54,530246.67
4634,31/2-L-21 AY2H,6741772.54,530246.67
4635,31/2-L-21 AY2HT2,6741772.54,530246.67
4636,31/2-L-21 BH,6741772.54,530246.67
4637,31/2-L-21 H,6741772.54,530246.67
4638,31/2-L-22 AY1H,6741778.73,530247.23
4639,31/2-L-22 AY2H,6741778.73,530247.23
4640,31/2-L-22 BY1H,6741778.73,530247.23
4641,31/2-L-22 BY1HT2,6741778.73,530247.23
4642,31/2-L-22 BY2H,6741778.73,530247.23
4643,31/2-L-22 BY3H,6741778.73,530247.23
4644,31/2-L-22 BY4H,6741778.73,530247.23
4645,31/2-L-22 H,6741778.73,530247.23
4646,31/2-L-23 AY1H,6741771.68,530254.84
4647,31/2-L-23 AY2H,6741771.68,530254.84
4648,31/2-L-23 AY3H,6741771.68,530254.84
4649,31/2-L-23 AY3HT2,6741771.68,530254.84
4650,31/2-L-23 H,6741771.68,530254.84
4651,31/2-L-23 Y1H,6741771.68,530254.84
4652,31/2-L-23 Y2H,6741771.68,530254.84
4653,31/2-L-23 Y3H,6741771.68,530254.84
4654,31/2-L-23 Y4H,6741771.68,530254.84
4655,31/2-L-23 Y5H,6741771.68,530254.84
4656,31/2-L-23 Y6H,6741771.68,530254.84
4657,31/2-L-24 AY1H,6741777.88,530255.4
4658,31/2-L-24 AY2H,6741777.88,530255.4
4659,31/2-L-24 BY1H,6741777.88,530255.4
4660,31/2-L-24 BY2H,6741777.88,530255.4
4661,31/2-L-24 BY3H,6741777.88,530255.4
4662,31/2-L-24 CH,6741777.88,530255.4
4663,31/2-L-24 H,6741777.88,530255.4
4664,31/2-L-41,6742182.06,531586.98
4665,31/2-M-11 AY1H,6753706.62,533974.36
4666,31/2-M-11 AY2H,6753706.62,533974.36
4667,31/2-M-11 H,6753706.62,533974.36
4668,31/2-M-12 AY1H,6753712.51,533975.2
4669,31/2-M-12 AY2H,6753712.82,533975.2
4670,31/2-M-12 H,6753712.51,533975.2
4671,31/2-M-13 AY1H,6753705.46,533982.5
4672,31/2-M-13 AY2H,6753705.46,533982.5
4673,31/2-M-13 AY3H,6753705.46,533982.5
4674,31/2-M-13 Y1H,6753705.46,533982.5
4675,31/2-M-13 Y2H,6753705.46,533982.5
4676,31/2-M-14 AH,6753711.66,533983.35
4677,31/2-M-14 AHT2,6753711.66,533983.35
4678,31/2-M-14 BY1H,6753711.66,533983.35
4679,31/2-M-14 BY2H,6753711.66,533983.35
4680,31/2-M-14 BY3H,6753711.66,533983.35
4681,31/2-M-14 CY1H,6753711.66,533983.35
4682,31/2-M-14 CY1HT2,6753711.66,533983.35
4683,31/2-M-14 CY2H,6753711.66,533983.35
4684,31/2-M-14 CY3H,6753711.66,533983.35
4685,31/2-M-14 H,6753711.66,533983.35
4686,31/2-M-21 H,6755488.77,536000.08
4687,31/2-M-22 AY1H,6755494.66,536001.23
4688,31/2-M-22 AY2H,6755494.66,536001.23
4689,31/2-M-22 AY3H,6755494.66,536001.23
4690,31/2-M-22 H,6755494.66,536001.23
4691,31/2-M-23 AH,6755487.31,536008.23
4692,31/2-M-23 BY1H,6755487.31,536008.23
4693,31/2-M-23 BY2H,6755487.31,536008.23
4694,31/2-M-23 H,6755487.31,536008.23
4695,31/2-M-24 AH,6755493.2,536009.37
4696,31/2-M-24 Y1H,6755493.2,536009.37
4697,31/2-M-24 Y1HT2,6755493.2,536009.37
4698,31/2-M-24 Y1HT3,6755493.2,536009.37
4699,31/2-M-24 Y2H,6755493.2,536009.37
4700,31/2-M-24 Y3H,6755493.2,536009.37
4701,31/2-M-24 Y4H,6755493.2,536009.37
4702,31/2-M-41,6755550.0,532900.01
4703,31/2-M-42,6758017.02,534041.95
4704,31/2-N-11 AH,6753694.94,531808.83
4705,31/2-N-11 AY1H,6753694.94,531808.83
4706,31/2-N-11 AY2H,6753694.94,531808.83
4707,31/2-N-11 AY3H,6753694.94,531808.83
4708,31/2-N-11 AY4H,6753694.94,531808.83
4709,31/2-N-11 AY5H,6753694.94,531808.83
4710,31/2-N-11 AY6H,6753694.94,531808.83
4711,31/2-N-11 BY1H,6753694.94,531808.83
4712,31/2-N-11 BY2H,6753694.94,531808.83
4713,31/2-N-11 BY3H,6753694.94,531808.83
4714,31/2-N-11 BY4H,6753694.94,531808.83
4715,31/2-N-11 BY5H,6753694.94,531808.83
4716,31/2-N-11 BY6H,6753694.94,531808.83
4717,31/2-N-11 H,6753694.94,531808.83
4718,31/2-N-12 H,6753701.12,531808.02
4719,31/2-N-12 HT2,6753701.12,531808.02
4720,31/2-N-13 AY1H,6753695.94,531816.96
4721,31/2-N-13 AY2H,6753695.94,531816.96
4722,31/2-N-13 BH,6753695.94,531816.96
4723,31/2-N-13 BHT2,6753695.94,531816.96
4724,31/2-N-13 H,6753695.94,531816.96
4725,31/2-N-14 AH,6753702.13,531816.15
4726,31/2-N-14 BY1H,6753702.13,531816.15
4727,31/2-N-14 BY2H,6753702.13,531816.15
4728,31/2-N-14 BY3H,6753702.13,531816.15
4729,31/2-N-14 H,6753702.13,531816.15
4730,31/2-N-14 HT2,6753702.13,531816.15
4731,31/2-N-21 AY1H,6757106.51,531439.96
4732,31/2-N-21 AY2H,6757106.51,531439.96
4733,31/2-N-21 AY3H,6757106.51,531439.96
4734,31/2-N-21 AY4H,6757106.51,531439.96
4735,31/2-N-21 AY5H,6757106.51,531439.96
4736,31/2-N-21 Y1H,6757106.51,531439.96
4737,31/2-N-21 Y2H,6757106.51,531439.96
4738,31/2-N-22 AY1H,6757112.7,531440.06
4739,31/2-N-22 AY1HT2,6757112.7,531440.06
4740,31/2-N-22 AY2H,6757112.7,531440.06
4741,31/2-N-22 AY2HT2,6757112.7,531440.06
4742,31/2-N-22 AY3H,6757205.52,531439.24
4743,31/2-N-22 AY3HT2,6757205.52,531439.24
4744,31/2-N-22 AY3HT3,6757205.52,531439.24
4745,31/2-N-22 Y1H,6757112.7,531440.06
4746,31/2-N-22 Y2H,6757112.7,531440.06
4747,31/2-N-22 Y3H,6757112.7,531440.06
4748,31/2-N-22 Y3HT2,6757112.7,531440.06
4749,31/2-N-22 Y3HT3,6757112.7,531440.06
4750,31/2-N-23 AY1H,6757106.27,531448.24
4751,31/2-N-23 AY2H,6757106.27,531448.24
4752,31/2-N-23 BY1H,6757106.27,531448.24
4753,31/2-N-23 BY2H,6757106.27,531448.24
4754,31/2-N-23 BY3H,6757106.27,531448.24
4755,31/2-N-23 BY3HT2,6757106.27,531448.24
4756,31/2-N-23 H,6757106.27,531448.24
4757,31/2-N-24 AY1H,6757112.46,531448.04
4758,31/2-N-24 AY1HT2,6757112.46,531448.04
4759,31/2-N-24 AY2H,6757112.46,531448.04
4760,31/2-N-24 AY3H,6757112.46,531448.04
4761,31/2-N-24 Y1H,6757112.46,531448.04
4762,31/2-N-24 Y2H,6757112.46,531448.04
4763,31/2-N-24 Y2HT2,6757112.46,531448.04
4764,31/2-N-24 Y3H,6757112.46,531448.04
4765,31/2-N-24 Y4H,6757112.46,531448.04
4766,31/2-N-24 Y5H,6757112.46,531448.04
4767,31/2-O-11 AY1H,6750782.25,530745.84
4768,31/2-O-11 AY2H,6750782.25,530745.84
4769,31/2-O-11 H,6750782.25,530745.84
4770,31/2-O-12 AH,6750776.05,530744.53
4771,31/2-O-12 BH,6750776.05,530744.53
4772,31/2-O-12 H,6750776.05,530744.53
4773,31/2-O-13 AH,6750783.73,530737.83
4774,31/2-O-13 BY1H,6750783.73,530737.83
4775,31/2-O-13 BY2H,6750783.73,530737.83
4776,31/2-O-13 BY2HT2,6750783.73,530737.83
4777,31/2-O-13 CY1H,6750783.73,530737.83
4778,31/2-O-13 CY2H,6750783.73,530737.83
4779,31/2-O-13 CY2HT2,6750783.73,530737.83
4780,31/2-O-13 CY3H,6750783.73,530737.83
4781,31/2-O-13 H,6750783.73,530737.83
4782,31/2-O-14 Y1H,6750777.84,530736.53
4783,31/2-O-14 Y1HT2,6750777.84,530736.53
4784,31/2-O-14 Y2H,6750777.84,530736.53
4785,31/2-O-14 Y3H,6750777.84,530736.53
4786,31/2-O-14 Y4H,6750777.84,530736.53
4787,31/2-O-14 Y4HT2,6750777.84,530736.53
4788,31/2-O-21 Y1H,6753597.32,528353.23
4789,31/2-O-21 Y2H,6753597.32,528353.23
4790,31/2-O-22 Y1H,6753601.67,528354.85
4791,31/2-O-22 Y2H,6753601.67,528354.85
4792,31/2-O-22 Y2HT2,6753601.67,528354.85
4793,31/2-O-22 Y3H,6753601.67,528354.85
4794,31/2-O-22 Y4H,6753601.67,528354.85
4795,31/2-O-22 Y5H,6753601.67,528354.85
4796,31/2-O-23 Y1H,6753605.7,528356.18
4797,31/2-O-23 Y2H,6753605.7,528356.18
4798,31/2-O-24 Y1H,6753593.69,528363.66
4799,31/2-O-24 Y2H,6753593.69,528363.5
4800,31/2-O-24 Y2H,6753593.69,528363.5
4801,31/2-O-25 Y1H,6753598.04,528364.98
4802,31/2-O-25 Y2H,6753598.04,528364.98
4803,31/2-O-25 Y3H,6753598.04,528364.98
4804,31/2-O-26 Y1H,6753602.38,528366.45
4805,31/2-O-26 Y2H,6753602.38,528366.45
4806,31/2-O-26 Y2HT2,6753602.38,528366.45
4807,31/2-O-26 Y2HT3,6753602.38,528366.45
4808,31/2-O-41,6751447.14,524745.0
4809,31/2-P-11 AY1H,6748263.2,530308.92
4810,31/2-P-11 AY2H,6748263.2,530308.92
4811,31/2-P-11 BH,6748263.2,530308.92
4812,31/2-P-11 Y1H,6748263.2,530308.92
4813,31/2-P-11 Y2H,6748263.2,530308.92
4814,31/2-P-12 H,6748257.3,530307.16
4815,31/2-P-13 AH,6748265.3,530301.05
4816,31/2-P-13 AHT2,6748265.3,530301.05
4817,31/2-P-13 BY1H,6748265.3,530301.05
4818,31/2-P-13 BY2H,6748265.3,530301.05
4819,31/2-P-13 CH,6748265.3,530301.05
4820,31/2-P-13 H,6748265.3,530301.05
4821,31/2-P-14 AH,6748259.4,530299.29
4822,31/2-P-14 AHT2,6748259.4,530299.29
4823,31/2-P-14 BY1H,6748259.4,530299.29
4824,31/2-P-14 BY2H,6748259.4,530299.29
4825,31/2-P-14 BY3H,6748259.4,530299.29
4826,31/2-P-14 BY4H,6748259.4,530299.29
4827,31/2-P-14 CH,6748259.4,530299.29
4828,31/2-P-14 CHT2,6748259.4,530299.29
4829,31/2-P-14 H,6748259.4,530299.29
4830,31/2-P-21 AY1H,6749299.43,526835.11
4831,31/2-P-21 AY2H,6749299.43,526835.11
4832,31/2-P-21 BY1H,6749299.43,526835.11
4833,31/2-P-21 BY2H,6749299.43,526835.11
4834,31/2-P-21 BY2HT2,6749299.43,526835.11
4835,31/2-P-21 BY2HT3,6749299.43,526835.11
4836,31/2-P-21 BY3H,6749299.43,526835.11
4837,31/2-P-21 CY1H,6749299.43,526835.11
4838,31/2-P-21 CY1HT2,6749299.43,526835.11
4839,31/2-P-21 CY2H,6749299.43,526835.11
4840,31/2-P-21 CY3H,6749299.43,526835.11
4841,31/2-P-21 CY3HT2,6749299.43,526835.11
4842,31/2-P-21 H,6749299.43,526835.11
4843,31/2-P-22 AY1H,6749305.33,526836.87
4844,31/2-P-22 AY2H,6749305.33,526836.87
4845,31/2-P-22 BY1H,6749305.33,526836.72
4846,31/2-P-22 BY1HT2,6749305.33,526836.72
4847,31/2-P-22 BY2H,6749305.33,526836.72
4848,31/2-P-22 BY2HT2,6749305.33,526836.72
4849,31/2-P-22 BY3H,6749305.33,526836.72
4850,31/2-P-22 H,6749305.33,526836.87
4851,31/2-P-23 AY1H,6749297.02,526842.97
4852,31/2-P-23 AY1HT2,6749297.02,526842.97
4853,31/2-P-23 AY2H,6749297.02,526842.97
4854,31/2-P-23 AY3H,6749297.02,526842.97
4855,31/2-P-23 Y1H,6749297.02,526842.97
4856,31/2-P-23 Y2H,6749297.02,526842.97
4857,31/2-P-23 Y3H,6749297.02,526842.97
4858,31/2-P-24 AH,6749302.91,526844.73
4859,31/2-P-24 BY1H,6749302.91,526844.73
4860,31/2-P-24 BY1HT2,6749302.91,526844.73
4861,31/2-P-24 BY1HT3,6749302.91,526844.73
4862,31/2-P-24 BY2H,6749302.91,526844.73
4863,31/2-P-24 BY3H,6749302.91,526844.73
4864,31/2-P-24 Y1H,6749302.91,526844.73
4865,31/2-P-24 Y2H,6749302.91,526844.73
4866,31/2-P-24 Y3H,6749302.91,526844.73
4867,31/2-P-24 Y4H,6749302.91,526844.73
4868,31/2-P-41,6750419.99,528369.97
4869,31/2-Q-11 AH,6745812.1,534095.06
4870,31/2-Q-11 AHT2,6745812.1,534095.06
4871,31/2-Q-11 BY1H,6745812.1,534095.06
4872,31/2-Q-11 BY2H,6745812.1,534095.06
4873,31/2-Q-11 BY3H,6745812.1,534095.06
4874,31/2-Q-11 CY1H,6745812.1,534095.06
4875,31/2-Q-11 CY2H,6745812.1,534095.06
4876,31/2-Q-11 CY3H,6745812.1,534095.06
4877,31/2-Q-11 H,6745812.1,534095.06
4878,31/2-Q-12 AH,6745805.92,534095.12
4879,31/2-Q-12 BH,6745805.92,534095.12
4880,31/2-Q-12 H,6745805.92,534095.12
4881,31/2-Q-12 HT2,6745805.92,534095.12
4882,31/2-Q-13 AH,6745812.02,534086.76
4883,31/2-Q-13 BY1H,6745812.02,534086.76
4884,31/2-Q-13 BY2H,6745812.02,534086.76
4885,31/2-Q-13 BY3H,6745812.02,534086.76
4886,31/2-Q-13 BY4H,6745812.02,534086.76
4887,31/2-Q-13 H,6745812.02,534086.76
4888,31/2-Q-14 AY1H,6745805.84,534086.97
4889,31/2-Q-14 AY2H,6745805.84,534086.97
4890,31/2-Q-14 BY1H,6745805.84,534086.97
4891,31/2-Q-14 BY2H,6745805.84,534086.97
4892,31/2-Q-14 BY3H,6745805.84,534086.97
4893,31/2-Q-14 BY3HT2,6745805.84,534086.97
4894,31/2-Q-14 H,6745805.84,534086.97
4895,31/2-S-11 AY1H,6751436.06,535529.79
4896,31/2-S-11 AY1HT2,6751436.06,535529.79
4897,31/2-S-11 AY1HT3,6751436.06,535529.79
4898,31/2-S-11 AY2H,6751436.06,535529.79
4899,31/2-S-11 AY3H,6751436.06,535529.79
4900,31/2-S-11 H,6751436.06,535529.79
4901,31/2-S-11 HT2,6751436.06,535529.79
4902,31/2-S-11 HT3,6751436.06,535529.79
4903,31/2-S-12 H,6751430.47,535527.73
4904,31/2-S-13 AH,6751439.11,535524.93
4905,31/2-S-13 H,6751439.11,535524.93
