,well,lat,lon
1710,2/4-Z-28,6266839.97,513948.25
1711,2/4-Z-29,6266842.14,513949.61
1712,2/4-Z-3,6266844.87,513934.39
1713,2/4-Z-3 A,6266844.87,513934.39
1714,2/4-Z-30,6266844.3,513950.79
1715,2/4-Z-31 Y1,6266832.23,513946.73
1716,2/4-Z-31 Y2,6266832.23,513946.73
1717,2/4-Z-31 Y21,6266832.23,513946.73
1718,2/4-Z-31 Y3,6266832.23,513946.73
1719,2/4-Z-31 Y31,6266832.23,513946.73
1720,2/4-Z-31 Y4,6266832.23,513946.73
1721,2/4-Z-31 Y41,6266832.23,513946.73
1722,2/4-Z-32,6266834.4,513947.92
1723,2/4-Z-33,6266836.57,513949.28
1724,2/4-Z-34,6266838.74,513950.47
1725,2/4-Z-35,6266840.91,513951.66
1726,2/4-Z-36,6266843.07,513953.02
1727,2/4-Z-4,6266847.04,513935.75
1728,2/4-Z-5,6266849.21,513936.94
1729,2/4-Z-5 T2,6266849.21,513936.94
1730,2/4-Z-5 T3,6266849.21,513936.94
1731,2/4-Z-6,6266851.37,513938.13
1732,2/4-Z-6 AY1,6266851.37,513938.13
1733,2/4-Z-6 AY2,6266851.37,513938.13
1734,2/4-Z-7,6266839.3,513934.24
1735,2/4-Z-7 Y2,6266839.3,513934.24
1736,2/4-Z-8,6266841.47,513935.43
1737,2/4-Z-9,6266843.64,513937.3
1738,2/5-1,6277378.57,520581.27
1739,2/5-10,6283054.46,530071.86
1740,2/5-10 A,6283054.46,530071.86
1741,2/5-11,6284699.93,523500.09
1742,2/5-12,6286710.19,535545.53
1743,2/5-13,6284311.84,523933.48
1744,2/5-14 A,6273886.95,526643.27
1745,2/5-14 S,6273882.33,526645.18
1746,2/5-2,6278059.65,522837.92
1747,2/5-3,6272806.93,527611.8
1748,2/5-4,6269287.02,537837.19
1749,2/5-5,6271055.43,526433.88
1750,2/5-5 T2,6271055.43,526433.88
1751,2/5-6,6269872.65,538176.24
1752,2/5-7,6286563.74,522459.7
1753,2/5-8,6271742.34,526994.31
1754,2/5-9,6265939.43,534057.55
1755,2/5-U-1,6273844.85,526636.03
1756,2/5-U-2,6273836.73,526574.01
1757,2/5-U-3,6273893.78,526598.04
1758,2/6-1,6273128.34,556201.47
1759,2/6-2,6263608.18,543756.41
1760,2/6-2 T2,6263608.18,543756.41
1761,2/6-3,6265553.75,550669.46
1762,2/6-4 S,6278823.48,548430.04
1763,2/6-5,6272539.87,546787.12
1764,2/6-U-1,0.0,166008.3
1765,2/6-U-10,6262784.2,556053.77
1766,2/6-U-11,6262824.8,556107.1
1767,2/6-U-12,6262845.91,556043.21
1768,2/6-U-2,0.0,166008.3
1769,2/6-U-3,6263497.32,556194.78
1770,2/6-U-4,6263503.05,556230.95
1771,2/6-U-5,6263537.54,556242.97
1772,2/6-U-6,6263558.71,556184.22
1773,2/6-U-7,6263756.83,555190.14
1774,2/6-U-8,6263735.64,555248.89
1775,2/6-U-9,6263756.83,555190.14
1776,2/7-1,6253994.05,512579.07
1777,2/7-10,6259142.67,505128.45
1778,2/7-11,6243032.48,519051.66
1779,2/7-12,6261367.67,500622.03
1780,2/7-13,6261089.22,502024.78
1781,2/7-14,6260666.8,514414.24
1782,2/7-14 R,6260666.8,514414.24
1783,2/7-15,6250375.82,519456.06
1784,2/7-16,6253268.3,505858.17
1785,2/7-17,6243724.74,506251.41
1786,2/7-18,6243890.71,506416.2
1787,2/7-19,6243913.56,506391.96
1788,2/7-19 R,6243913.56,506391.96
1789,2/7-2,6235934.46,509446.59
1790,2/7-20,6243349.04,515367.19
1791,2/7-20 R,6243349.04,515367.19
1792,2/7-20 T2,6243349.04,515367.19
1793,2/7-20 T3,6243349.04,515367.19
1794,2/7-21 S,6243335.07,515353.32
1795,2/7-21 SR,6243335.07,515353.32
1796,2/7-22,6239194.17,509834.28
1797,2/7-23 S,6243340.0,515348.84
1798,2/7-24,6240675.2,519997.7
1799,2/7-25 S,6243336.31,515353.49
1800,2/7-26 S,6243333.2,515347.49
1801,2/7-27 S,6243340.01,515351.24
1802,2/7-27 ST2,6243340.01,515351.24
1803,2/7-28,6248666.78,514740.54
1804,2/7-29,6240959.65,505074.49
1805,2/7-3,6248963.28,515173.66
1806,2/7-30,6255178.06,516879.7
1807,2/7-31,6243705.05,505416.77
1808,2/7-4,6257917.77,506367.48
1809,2/7-5,6259500.11,509718.77
1810,2/7-6,6252775.36,515091.49
1811,2/7-7,6247119.63,515787.74
1812,2/7-8,6249195.05,519666.78
1813,2/7-9,6243053.76,514931.95
1814,2/7-A-1,6248183.86,516436.93
1815,2/7-A-1 T2,6248183.86,516436.93
1816,2/7-A-10,6248190.35,516435.02
1817,2/7-A-11,6248189.41,516431.94
1818,2/7-A-12,6248188.16,516428.85
1819,2/7-A-12 A,6248188.16,516428.85
1820,2/7-A-13,6248191.58,516433.82
1821,2/7-A-13 A,6248191.58,516433.82
1822,2/7-A-13 AT2,6248191.58,516433.82
1823,2/7-A-13 B,6248191.58,516433.82
1824,2/7-A-13 BT2,6248191.58,516433.82
1825,2/7-A-13 T2,6248191.58,516433.82
1826,2/7-A-14,6248191.57,516430.73
1827,2/7-A-14 A,6248191.57,516430.73
1828,2/7-A-14 AT2,6248191.57,516430.73
1829,2/7-A-14 B,6248191.57,516430.73
1830,2/7-A-15,6248191.25,516427.81
1831,2/7-A-15 A,6248191.25,516427.81
1832,2/7-A-15 B,6248191.25,516427.81
1833,2/7-A-15 BT2,6248191.25,516427.81
1834,2/7-A-15 BT3,6248191.25,516427.81
1835,2/7-A-16,6248176.06,516417.23
1836,2/7-A-16 A,6248176.06,516417.23
1837,2/7-A-16 T2,6248176.06,516417.23
1838,2/7-A-17,6248174.81,516414.32
1839,2/7-A-17 A,6248174.81,516414.32
1840,2/7-A-18,6248173.56,516411.58
1841,2/7-A-18 A,6248173.56,516411.58
1842,2/7-A-18 B,6248173.56,516411.58
1843,2/7-A-18 C,6248173.56,516411.58
1844,2/7-A-18 D,6248173.56,516411.58
1845,2/7-A-18 E,6248173.56,516411.58
1846,2/7-A-19,6248178.22,516416.37
1847,2/7-A-19 A,6248178.22,516416.37
1848,2/7-A-19 B,6248178.22,516416.37
1849,2/7-A-19 BT2,6248178.22,516416.37
1850,2/7-A-19 BT3,6248178.22,516416.37
1851,2/7-A-19 BT4,6248178.22,516416.37
1852,2/7-A-19 T2,6248178.22,516416.37
1853,2/7-A-19 T3,6248178.22,516416.37
1854,2/7-A-2,6248182.61,516433.85
1855,2/7-A-2 A,6248182.61,516433.85
1856,2/7-A-2 B,6248182.61,516433.85
1857,2/7-A-20,6248177.9,516413.62
1858,2/7-A-20 A,6248177.9,516413.62
1859,2/7-A-20 B,6248177.9,516413.62
1860,2/7-A-21,6248175.72,516410.72
1861,2/7-A-21 A,6248175.72,516410.72
1862,2/7-A-21 B,6248175.72,516410.72
1863,2/7-A-21 BT2,6248175.72,516410.72
1864,2/7-A-22,6248180.07,516415.85
1865,2/7-A-22 A,6248180.07,516415.85
1866,2/7-A-22 B,6248180.07,516415.85
1867,2/7-A-23,6248179.13,516412.76
1868,2/7-A-23 A,6248179.13,516412.76
1869,2/7-A-23 B,6248179.13,516412.76
1870,2/7-A-24,6248177.88,516409.85
1871,2/7-A-24 A,6248177.88,516409.85
1872,2/7-A-25,6248181.31,516415.33
1873,2/7-A-25 T2,6248181.31,516415.33
1874,2/7-A-25 T3,6248181.31,516415.33
1875,2/7-A-26,6248181.29,516412.24
1876,2/7-A-26 T2,6248181.29,516412.24
1877,2/7-A-27,6248180.97,516408.98
1878,2/7-A-27 A,6248180.97,516408.98
1879,2/7-A-27 AT2,6248180.97,516408.98
1880,2/7-A-28,6248184.39,516413.77
1881,2/7-A-28 A,6248184.39,516413.77
1882,2/7-A-28 AT2,6248184.39,516413.77
1883,2/7-A-29,6248183.14,516411.2
1884,2/7-A-29 A,6248183.14,516411.2
1885,2/7-A-29 B,6248183.14,516411.2
1886,2/7-A-3,6248181.68,516431.28
1887,2/7-A-3 A,6248181.68,516431.28
1888,2/7-A-3 B,6248181.68,516431.28
1889,2/7-A-30,6248183.13,516408.11
1890,2/7-A-30 A,6248183.13,516408.11
1891,2/7-A-30 B,6248183.13,516408.11
1892,2/7-A-30 BT2,6248183.13,516408.11
1893,2/7-A-30 BT3,6248183.13,516408.11
1894,2/7-A-4,6248186.02,516436.24
1895,2/7-A-4 A,6248186.02,516436.24
1896,2/7-A-4 AT2,6248186.02,516436.24
1897,2/7-A-5,6248186.01,516433.32
1898,2/7-A-5 A,6248186.01,516433.32
1899,2/7-A-5 AT3,6248186.01,516433.32
1900,2/7-A-5 B,6248186.01,516433.32
1901,2/7-A-5 BT2,6248186.01,516433.32
1902,2/7-A-6,6248183.84,516430.41
1903,2/7-A-6 A,6248183.84,516430.41
1904,2/7-A-6 AT2,6248183.84,516430.41
1905,2/7-A-7,6248188.19,516436.23
1906,2/7-A-7 A,6248188.19,516436.23
1907,2/7-A-7 AT2,6248188.19,516436.23
1908,2/7-A-7 AT3,6248188.19,516436.23
1909,2/7-A-7 B,6248188.19,516436.23
1910,2/7-A-7 BT2,6248188.19,516436.23
1911,2/7-A-8,6248186.94,516433.15
1912,2/7-A-8 A,6248186.94,516433.15
1913,2/7-A-9,6248186.0,516430.06
1914,2/7-A-9 A,6248186.0,516430.06
1915,2/7-A-9 AT2,6248186.0,516430.06
1916,2/7-A-9 AT3,6248186.0,516430.06
1917,2/7-B-1,6252892.98,513477.42
1918,2/7-B-1 A,6252892.98,513477.42
1919,2/7-B-1 B,6252892.98,513477.42
1920,2/7-B-1 C,6252892.98,513477.42
1921,2/7-B-1 CT2,6252892.98,513477.42
1922,2/7-B-1 D,6252892.98,513477.42
1923,2/7-B-1 DT2,6252892.98,513477.42
1924,2/7-B-1 DT3,6252892.98,513477.42
1925,2/7-B-1 T2,6252892.98,513477.42
1926,2/7-B-1 T3,6252892.98,513477.42
1927,2/7-B-1 T4,6252892.98,513477.42
1928,2/7-B-1 T5,6252892.98,513477.42
1929,2/7-B-1 T6,6252892.98,513477.42
1930,2/7-B-1 T7,6252892.98,513477.42
1931,2/7-B-1 T8,6252892.98,513477.42
1932,2/7-B-10,6252895.13,513472.95
1933,2/7-B-10 A,6252895.13,513472.95
1934,2/7-B-10 B,6252895.13,513472.95
1935,2/7-B-10 C,6252895.13,513472.95
1936,2/7-B-11,6252892.96,513470.39
1937,2/7-B-11 A,6252892.96,513470.39
1938,2/7-B-11 B,6252892.96,513470.39
1939,2/7-B-12,6252892.93,513461.82
1940,2/7-B-12 A,6252892.93,513461.82
1941,2/7-B-12 B,6252892.93,513461.82
1942,2/7-B-12 BT2,6252892.93,513461.82
1943,2/7-B-12 C,6252892.93,513461.82
1944,2/7-B-13,6252897.92,513475.0
1945,2/7-B-13 A,6252897.92,513475.0
1946,2/7-B-13 B,6252897.92,513475.0
1947,2/7-B-14,6252896.98,513472.09
1948,2/7-B-14 A,6252896.98,513472.09
1949,2/7-B-14 B,6252896.98,513472.09
1950,2/7-B-14 BT2,6252896.98,513472.09
1951,2/7-B-14 BT3,6252896.98,513472.09
1952,2/7-B-14 C,6252896.98,513472.09
1953,2/7-B-14 T2,6252896.98,513472.09
1954,2/7-B-15,6252896.05,513469.35
1955,2/7-B-15 A,6252896.05,513469.35
1956,2/7-B-16,6252895.42,513466.27
1957,2/7-B-16 A,6252895.42,513466.27
1958,2/7-B-17,6252900.08,513474.14
1959,2/7-B-17 A,6252900.08,513474.14
1960,2/7-B-17 B,6252900.08,513474.14
1961,2/7-B-18,6252899.15,513470.88
1962,2/7-B-18 A,6252899.15,513470.88
1963,2/7-B-18 B,6252899.15,513470.88
1964,2/7-B-19,6252898.83,513468.14
1965,2/7-B-19 A,6252898.83,513468.14
1966,2/7-B-19 AT2,6252898.83,513468.14
1967,2/7-B-19 B,6252898.83,513468.14
1968,2/7-B-2,6252890.5,513475.2
1969,2/7-B-2 A,6252890.5,513475.2
1970,2/7-B-2 AT2,6252890.5,513475.2
1971,2/7-B-2 B,6252890.5,513475.2
1972,2/7-B-2 BT2,6252890.5,513475.2
1973,2/7-B-2 BT3,6252890.5,513475.2
1974,2/7-B-20,6252897.58,513465.41
1975,2/7-B-20 A,6252897.58,513465.41
1976,2/7-B-20 B,6252897.58,513465.41
1977,2/7-B-21,6252895.42,513466.27
1978,2/7-B-21 T2,6252895.42,513466.27
1979,2/7-B-21 T3,6252895.42,513466.27
1980,2/7-B-21 T4,6252895.42,513466.27
1981,2/7-B-22,6252891.41,513468.0
1982,2/7-B-3,6252888.95,513472.12
1983,2/7-B-3 A,6252888.95,513472.12
1984,2/7-B-3 T2,6252888.95,513472.12
1985,2/7-B-3 T3,6252888.95,513472.12
1986,2/7-B-4,6252889.25,513469.03
1987,2/7-B-4 A,6252889.25,513469.03
1988,2/7-B-4 AT2,6252889.25,513469.03
1989,2/7-B-4 AT3,6252889.25,513469.03
1990,2/7-B-4 AT4,6252889.25,513469.03
1991,2/7-B-4 B,6252889.25,513469.03
1992,2/7-B-5,6252911.83,513473.59
1993,2/7-B-5 A,6252911.83,513473.59
1994,2/7-B-5 B,6252911.83,513473.59
1995,2/7-B-5 C,6252911.83,513473.59
1996,2/7-B-6,6252892.66,513473.65
1997,2/7-B-6 A,6252892.66,513473.65
1998,2/7-B-7,6252892.04,513471.25
1999,2/7-B-7 A,6252892.04,513471.25
2000,2/7-B-7 B,6252892.04,513471.25
2001,2/7-B-7 T2,6252892.04,513471.25
2002,2/7-B-7 T3,6252892.04,513471.25
2003,2/7-B-7 T4,6252892.04,513471.25
2004,2/7-B-8,6252888.93,513468.35
2005,2/7-B-8 A,6252888.93,513468.35
2006,2/7-B-8 B,6252888.93,513468.35
2007,2/7-B-8 T2,6252888.93,513468.35
2008,2/7-B-9,6252912.09,513458.16
2009,2/7-B-9 A,6252912.09,513458.16
2010,2/7-B-9 T2,6252912.09,513458.16
2011,2/7-C-10,6257947.87,506438.3
2012,2/7-C-11,6257946.94,506435.74
2013,2/7-C-14,6257949.1,506434.71
2014,2/7-C-15,6257947.86,506431.97
2015,2/7-C-2,6257940.45,506438.83
2016,2/7-C-3,6257940.13,506435.75
2017,2/7-C-5,6257942.92,506437.62
2018,2/7-C-6,6257941.99,506434.89
2019,2/7-C-8,6257945.08,506436.77
2020,2/7-C-9,6257944.15,506433.86
2021,2/7-D-20,6243336.62,515352.8
2022,2/7-D-21,6243241.69,515351.26
2023,2/7-D-26,6243333.52,515350.58
2024,2/7-D-27,6243309.09,515351.36
2025,2/7-D-6,6243336.29,515348.68
2026,2/7-D-6 T2,6243336.29,515348.68
2027,2/7-D-7,6243338.47,515352.45
2028,2/7-D-9,6243336.29,515346.79
2029,2/7-S-1,6247834.67,516247.14
2030,2/7-S-10,6247825.41,516251.64
2031,2/7-S-11,6247831.56,516243.38
2032,2/7-S-12,6247830.02,516244.93
2033,2/7-S-13,6247828.18,516246.48
2034,2/7-S-14,6247826.02,516248.04
2035,2/7-S-15,6247823.86,516249.76
2036,2/7-S-16,6247830.01,516241.33
2037,2/7-S-17,6247828.23,516260.21
2038,2/7-S-18,6247826.31,516244.6
2039,2/7-S-2,6247832.82,516248.7
2040,2/7-S-21,6247828.77,516239.1
2041,2/7-S-21 T2,6247828.77,516239.1
2042,2/7-S-25,6247821.06,516245.31
2043,2/7-S-26,6247827.21,516237.05
2044,2/7-S-26 T2,6247827.21,516237.05
2045,2/7-S-26 T3,6247827.21,516237.05
2046,2/7-S-26 T4,6247827.21,516237.05
2047,2/7-S-28,6247823.51,516240.32
2048,2/7-S-29,6247821.36,516241.88
2049,2/7-S-3,6247830.97,516250.25
2050,2/7-S-31,6247825.66,516235.17
2051,2/7-S-32,6247823.81,516236.72
2052,2/7-S-33,6247821.65,516238.27
2053,2/7-S-34,6247819.8,516240.0
2054,2/7-S-34 T2,6247819.8,516240.0
2055,2/7-S-34 T3,6247819.8,516240.0
2056,2/7-S-36,6247824.11,516233.29
2057,2/7-S-36 T2,6247824.11,516233.29
2058,2/7-S-37,6247822.26,516234.84
2059,2/7-S-38,6247820.1,516236.39
2060,2/7-S-39,6247818.25,516237.94
2061,2/7-S-4,6247829.12,516251.97
2062,2/7-S-40,6247816.4,516239.49
2063,2/7-S-5,6247826.96,516253.18
2064,2/7-S-5 T2,6247826.96,516253.18
2065,2/7-S-6,6247833.12,516245.26
2066,2/7-S-6 A,6247833.12,516245.26
2067,2/7-S-6 T2,6247833.12,516245.26
2068,2/7-S-7,6247831.58,516246.98
2069,2/7-S-8,6247829.73,516248.54
2070,2/7-S-9,6247827.57,516250.09
2071,2/7-S-9 T2,6247827.57,516250.09
2072,2/7-S-9 T3,6247827.57,516250.09
2073,2/7-U-1,6243366.93,515356.99
2074,2/7-U-11,6252781.01,513657.89
2075,2/7-U-12,6252765.78,513631.38
2076,2/7-U-13,6252729.0,513636.29
2077,2/7-U-14,6252744.27,513673.09
2078,2/7-U-15,6252795.52,513744.73
2079,2/7-U-16,6252740.03,513702.24
2080,2/7-U-17,6252804.57,513675.47
2081,2/7-U-18,6252815.14,513790.77
2082,2/7-U-19,6252871.42,513601.05
2083,2/7-U-2,6243325.09,515328.97
2084,2/7-U-20,6247956.32,516282.02
2085,2/7-U-21,6247904.43,516216.68
2086,2/7-U-22,6247894.1,516183.95
2087,2/7-U-23,6247897.06,516228.72
2088,2/7-U-24,6247865.36,516186.46
2089,2/7-U-25,6247802.16,516236.12
2090,2/7-U-26,6247836.03,516279.05
2091,2/7-U-27,6247820.65,516300.56
2092,2/7-U-28,6247777.46,516245.65
2093,2/7-U-29,6247751.43,516310.78
2094,2/7-U-30,6247711.97,516341.47
2095,2/7-U-31,6243694.49,505385.01
2096,2/7-U-32,6243768.05,505358.47
2097,2/7-U-33,6243741.24,505431.49
2098,2/7-U-34,6243345.94,515367.02
2099,2/7-U-35,6243344.96,515352.09
2100,2/7-U-36,6248006.06,516352.01
2101,2/7-U-37,6247972.15,516378.04
2102,2/7-U-38,6247187.02,517218.68
2103,2/7-U-39,6247180.25,517149.72
2104,2/7-U-40,6247243.13,517177.78
2105,2/7-U-41,6247856.2,514952.33
2106,2/7-U-42,6247852.24,514882.17
2107,2/7-U-43,6247916.66,514910.94
2108,2/7-U-44,6247866.15,516068.07
2109,2/7-U-45,6247871.34,516134.11
2110,2/7-U-46,6247837.96,516135.43
2111,2/7-U-47,6247830.29,516071.64
2112,2/7-U-48,6247859.01,516060.89
2113,2/8-1,6239303.15,527846.41
2114,2/8-1 T2,6239303.15,527846.41
2115,2/8-10,6235769.11,525789.33
2116,2/8-11,6237700.3,522970.75
2117,2/8-12 S,6250478.4,527013.72
2118,2/8-13,6249624.57,524655.38
2119,2/8-13 T2,6249624.57,524655.38
2120,2/8-13 T3,6249624.57,524655.38
2121,2/8-14,6235612.57,522078.6
2122,2/8-14 T2,6235612.57,522078.6
2123,2/8-15,6252857.51,529801.71
2124,2/8-15 T2,6252857.51,529801.71
2125,2/8-16 S,6237227.94,524486.99
2126,2/8-17 A,6257121.59,537069.24
2127,2/8-17 AT2,6257121.59,537069.24
2128,2/8-17 S,6257121.59,537069.24
2129,2/8-18 S,6248253.07,523076.52
2130,2/8-2,6261750.2,529305.51
2131,2/8-3,6240656.75,527741.32
2132,2/8-4,6239469.4,521284.15
2133,2/8-5,6261922.51,528040.5
2134,2/8-6,6235439.35,524449.07
2135,2/8-7,6256157.92,537855.51
2136,2/8-8,6237510.96,524985.88
2137,2/8-9,6239343.54,523793.84
2138,2/8-A-1,6237237.87,524492.6
2139,2/8-A-1 A,6237237.87,524492.6
2140,2/8-A-10,6237231.63,524483.87
2141,2/8-A-10 A,6237231.63,524483.87
2142,2/8-A-10 B,6237231.63,524483.87
2143,2/8-A-10 BT2,6237231.63,524483.87
2144,2/8-A-10 BT3,6237231.63,524483.87
2145,2/8-A-11,6237247.74,524488.94
2146,2/8-A-11 A,6237247.74,524488.94
2147,2/8-A-11 B,6237247.74,524488.94
2148,2/8-A-11 BT2,6237247.74,524488.94
2149,2/8-A-11 T2,6237247.74,524488.94
2150,2/8-A-11 T3,6237247.74,524488.94
2151,2/8-A-12,6237255.48,524490.61
2152,2/8-A-12 A,6237255.48,524490.61
2153,2/8-A-12 B,6237255.48,524490.61
2154,2/8-A-12 BT2,6237255.48,524490.61
2155,2/8-A-12 C,6237255.48,524490.61
2156,2/8-A-12 CT2,6237255.48,524490.61
2157,2/8-A-12 CT3,6237255.48,524490.61
2158,2/8-A-12 T2,6237255.48,524490.61
2159,2/8-A-13,6237240.62,524487.94
2160,2/8-A-13 A,6237240.62,524487.94
2161,2/8-A-13 B,6237240.62,524487.94
2162,2/8-A-13 BT2,6237240.62,524487.94
2163,2/8-A-13 C,6237248.0,524479.65
2164,2/8-A-14,6237233.17,524482.14
2165,2/8-A-14 A,6237233.17,524482.14
2166,2/8-A-14 B,6237233.17,524482.14
2167,2/8-A-14 BT2,6237233.17,524482.14
2168,2/8-A-15,6237230.44,524491.27
2169,2/8-A-15 A,6237230.44,524491.27
2170,2/8-A-16,6237242.49,524490.0
2171,2/8-A-16 A,6237242.49,524490.0
2172,2/8-A-16 AT2,6237242.49,524490.0
2173,2/8-A-16 B,6237242.49,524490.0
2174,2/8-A-16 C,6237242.49,524490.0
2175,2/8-A-16 D,6237242.49,524490.0
2176,2/8-A-16 DT2,6237242.49,524490.0
2177,2/8-A-16 E,6237242.49,524490.0
2178,2/8-A-16 ET2,6237242.49,524490.0
2179,2/8-A-16 ET3,6237242.49,524490.0
2180,2/8-A-16 T2,6237242.49,524490.0
2181,2/8-A-17,6237238.76,524485.89
2182,2/8-A-17 T2,6237238.76,524485.89
2183,2/8-A-18,6237239.75,524497.24
2184,2/8-A-18 A,6237239.75,524497.24
2185,2/8-A-18 AT2,6237239.75,524497.24
2186,2/8-A-18 AT3,6237239.75,524497.24
2187,2/8-A-18 B,6237239.75,524497.24
2188,2/8-A-18 T2,6237239.75,524497.24
2189,2/8-A-18 T3,6237239.75,524497.24
2190,2/8-A-19,6237241.9,524495.51
2191,2/8-A-19 A,6237241.9,524495.51
2192,2/8-A-19 AT2,6237241.9,524495.51
2193,2/8-A-19 AT3,6237241.9,524495.51
2194,2/8-A-19 AT4,6237241.9,524495.51
2195,2/8-A-2,6237232.31,524493.67
2196,2/8-A-2 A,6237232.31,524493.67
2197,2/8-A-2 T2,6237232.31,524493.67
2198,2/8-A-20,6237227.63,524486.99
2199,2/8-A-20 A,6237227.63,524486.99
2200,2/8-A-20 B,6237227.63,524486.99
2201,2/8-A-20 C,6237227.63,524486.99
2202,2/8-A-20 D,6237227.63,524486.99
2203,2/8-A-21,6237238.46,524489.16
2204,2/8-A-21 A,6237238.46,524489.16
2205,2/8-A-22,6237229.48,524485.6
2206,2/8-A-22 A,6237229.48,524485.6
2207,2/8-A-23,6237234.48,524495.55
2208,2/8-A-24,6237238.19,524495.18
2209,2/8-A-24 A,6237238.19,524495.18
2210,2/8-A-24 T2,6237238.19,524495.18
2211,2/8-A-25,6237241.89,524493.96
2212,2/8-A-25 A,6237241.89,524493.96
2213,2/8-A-25 B,6237241.89,524493.96
2214,2/8-A-25 BT2,6237241.89,524493.96
2215,2/8-A-25 BT3,6237241.89,524493.96
2216,2/8-A-25 T2,6237241.89,524493.96
2217,2/8-A-26,6237236.35,524497.09
2218,2/8-A-26 A,6237236.35,524497.09
2219,2/8-A-27,6237233.85,524493.14
2220,2/8-A-28,6237232.61,524492.12
2221,2/8-A-29,6237233.18,524483.86
2222,2/8-A-3,6237238.21,524498.8
2223,2/8-A-3 A,6237238.21,524498.8
2224,2/8-A-3 B,6237238.21,524498.8
2225,2/8-A-3 C,6237238.21,524498.8
2226,2/8-A-3 CT2,6237238.21,524498.8
2227,2/8-A-3 CT3,6237238.21,524498.8
2228,2/8-A-3 CT4,6237238.21,524498.8
2229,2/8-A-3 CT5,6237238.21,524498.8
2230,2/8-A-3 D,6237238.21,524498.8
2231,2/8-A-3 DT2,6237238.21,524498.8
2232,2/8-A-30,6237229.19,524489.04
2233,2/8-A-30 A,6237229.19,524489.04
2234,2/8-A-30 AT2,6237229.19,524489.04
2235,2/8-A-30 B,6237229.19,524489.04
2236,2/8-A-30 T2,6237229.19,524489.04
2237,2/8-A-4,6237237.2,524483.66
2238,2/8-A-4 A,6237237.2,524483.66
2239,2/8-A-4 AT2,6237237.2,524483.66
2240,2/8-A-4 B,6237237.2,524483.66
2241,2/8-A-4 T2,6237237.2,524483.66
2242,2/8-A-4 T3,6237237.2,524483.66
2243,2/8-A-5,6237237.22,524488.14
2244,2/8-A-5 A,6237237.22,524488.14
2245,2/8-A-5 B,6237237.22,524488.14
2246,2/8-A-5 T2,6237237.22,524488.14
2247,2/8-A-6,6237231.34,524487.65
2248,2/8-A-6 A,6237231.34,524487.65
2249,2/8-A-6 AT2,6237231.34,524487.65
2250,2/8-A-6 AT3,6237231.34,524487.65
2251,2/8-A-6 AT4,6237231.34,524487.65
2252,2/8-A-7,6237233.82,524488.16
2253,2/8-A-7 A,6237233.82,524488.16
2254,2/8-A-7 B,6237233.82,524488.16
2255,2/8-A-7 BT2,6237233.82,524488.16
2256,2/8-A-7 BT3,6237233.82,524488.16
2257,2/8-A-8,6237252.39,524490.46
2258,2/8-A-8 A,6237252.39,524490.46
2259,2/8-A-8 AT2,6237252.39,524490.46
2260,2/8-A-8 B,6237252.39,524490.46
2261,2/8-A-8 C,6237252.39,524490.46
2262,2/8-A-8 CT2,6237252.39,524490.46
2263,2/8-A-8 CT3,6237252.39,524490.46
2264,2/8-A-8 CT4,6237252.39,524490.46
2265,2/8-A-8 CT5,6237252.39,524490.46
2266,2/8-A-9,6237233.19,524485.92
2267,2/8-A-9 A,6237233.19,524485.92
2268,2/8-F-1,6237071.84,524548.6
2269,2/8-F-1 T2,6237071.84,524548.6
2270,2/8-F-10,6237071.22,524547.75
2271,2/8-F-10 T2,6237071.22,524547.75
2272,2/8-F-11,6237069.36,524547.24
2273,2/8-F-12,6237065.65,524547.95
2274,2/8-F-12 T2,6237065.65,524547.95
2275,2/8-F-13,6237068.46,524551.03
2276,2/8-F-13 A,6237068.46,524551.03
2277,2/8-F-13 AT2,6237068.46,524551.03
2278,2/8-F-13 AT3,6237068.46,524551.03
2279,2/8-F-13 AT4,6237068.46,524551.03
2280,2/8-F-13 AT5,6237068.46,524551.03
2281,2/8-F-13 AT6,6237068.46,524551.03
2282,2/8-F-13 T2,6237068.46,524551.03
2283,2/8-F-14,6237070.92,524549.47
2284,2/8-F-15,6237086.36,524546.8
2285,2/8-F-15 T10,6237086.36,524546.8
2286,2/8-F-15 T2,6237086.36,524546.8
2287,2/8-F-15 T3,6237086.36,524546.8
2288,2/8-F-15 T4,6237086.36,524546.8
2289,2/8-F-15 T5,6237086.36,524546.8
2290,2/8-F-15 T6,6237086.36,524546.8
2291,2/8-F-15 T7,6237086.36,524546.8
2292,2/8-F-15 T8,6237086.36,524546.8
2293,2/8-F-15 T9,6237086.36,524546.8
2294,2/8-F-16,6237067.5,524546.74
2295,2/8-F-16 T2,6237067.5,524546.74
2296,2/8-F-16 T3,6237067.5,524546.74
2297,2/8-F-16 T4,6237067.5,524546.74
2298,2/8-F-16 T5,6237067.5,524546.74
2299,2/8-F-17,6237066.6,524550.53
2300,2/8-F-17 T2,6237066.6,524550.53
2301,2/8-F-17 T3,6237066.6,524550.53
2302,2/8-F-18,6237066.25,524544.51
2303,2/8-F-18 T2,6237066.25,524544.51
2304,2/8-F-18 T3,6237066.25,524544.51
2305,2/8-F-18 T4,6237066.25,524544.51
2306,2/8-F-18 T5,6237066.25,524544.51
2307,2/8-F-18 T6,6237066.25,524544.51
2308,2/8-F-19,6237078.94,524546.67
2309,2/8-F-19 T2,6237078.94,524546.67
